(477.015,306.617,376.447)
(263.996,494.385,553.567)
(741.443,291.466,712.132)
(602.211,254.15,714.512)
(560.187,557.375,623.191)
(392.94,532.702,611.861)
(350.86,517.019,325.364)
(586.774,298.792,615.901)
(363.604,671.595,540.438)
(433.039,386.636,442.747)
(389.952,490.511,298.337)
(373.913,255.473,707.671)
(290.717,413.694,748.103)
(622.487,427.241,670.68)
(703.148,618.789,290.464)
(388.383,298.761,513.207)
(630.478,522.448,408.83)
(398.835,353.06,508.2)
(608.504,580.641,554.643)
(284.768,343.785,682.578)
